Rank	Taxonpath	Taxon	ERR1	ERR10	ERR11	ERR12	ERR13	ERR14	ERR15	ERR16	ERR17	ERR18	ERR19	ERR2	ERR20	ERR21	ERR22	ERR23	ERR24	ERR25	ERR26	ERR27	ERR28	ERR29	ERR3	ERR30	ERR31	ERR32	ERR33	ERR34	ERR35	ERR36	ERR37	ERR38	ERR39	ERR4	ERR40	ERR41	ERR42	ERR43	ERR44	ERR45	ERR46	ERR47	ERR48	ERR49	ERR5	ERR50	ERR6	ERR7	ERR8	ERR9
kingdom	Main genome;Bacteria;Patescibacteria;WWE3	WWE3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Patescibacteria;Saccharimonadia	Saccharimonadia	None	None	2.5	2.5	6.0	None	None	2.0	None	5.0	None	None	None	2.0	1.0	None	1.0	3.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	2.0	None	1.0	None	None	1.0	1.0
kingdom	Main genome;Bacteria;Patescibacteria;Parcubacteria	Parcubacteria	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Patescibacteria;ABY1	ABY1	None	None	None	1.0	1.0	None	None	None	None	None	None	None	None	8.0	2.0	None	None	None	None	None	None	None	None	None	None	1.0	1.0	None	None	None	None	None	1.0	None	None	1.0	None	None	None	None	None	None	None	1.0	None	None	None	None	1.0	1.0
kingdom	Main genome;Bacteria;Patescibacteria;Kazania	Kazania	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Patescibacteria;CPR2	CPR2	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Planctomycetes;Planctomycetacia	Planctomycetacia	None	None	14.75	10.5	17.75	11.0	9.25	None	3.0	10.0	None	None	5.0	4.25	1.0	None	None	None	13.25	6.16666666667	5.0	3.25	6.5	2.0	None	4.0	3.25	2.0	None	1.0	None	None	None	None	None	11.0833333333	None	5.25	None	None	None	7.25	2.0	7.125	None	None	4.0	None	7.16666666667	None
kingdom	Main genome;Bacteria;Planctomycetes;Phycisphaerae	Phycisphaerae	None	2.0	None	None	None	None	1.0	2.0	None	None	1.0	None	None	1.0	None	None	1.0	2.0	3.0	1.0	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	1.0	None	None	None	1.0	None	None	2.0	None	None	None	1.0
kingdom	Main genome;Bacteria;Planctomycetes;OM190	OM190	None	None	None	None	2.0	None	2.0	None	None	None	None	None	None	None	1.0	None	None	None	4.0	None	None	None	None	None	None	2.0	None	None	1.0	1.0	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	1.0	None	None	2.0	1.0
kingdom	Main genome;Bacteria;Planctomycetes;Pla4 lineage	Pla4 lineage	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	1.0	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Planctomycetes;BD7-11	BD7-11	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Planctomycetes;028H05-P-BN-P5	028H05-P-BN-P5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Chlamydiae;Chlamydiae (kingdom)	Chlamydiae (kingdom)	None	None	1.0	None	None	2.0	1.0	None	1.0	None	None	None	1.0	2.0	None	None	None	2.0	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None
kingdom	Main genome;Bacteria;Gemmatimonadetes;Gemmatimonadetes (kingdom)	Gemmatimonadetes (kingdom)	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Gemmatimonadetes;BD2-11 terrestrial group	BD2-11 terrestrial group	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Gemmatimonadetes;PAUC43f marine benthic group	PAUC43f marine benthic group	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Lentisphaerae;Lentisphaeria	Lentisphaeria	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	1.0	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Lentisphaerae;Oligosphaeria	Oligosphaeria	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	2.0	None	None	None	None
kingdom	Main genome;Bacteria;Fusobacteria;Fusobacteriia	Fusobacteriia	None	None	None	None	None	None	None	None	None	5.0	None	None	None	None	None	None	None	None	None	4.16666666667	1.0	None	None	None	None	5.16666666667	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.5	5.5	None	5.5	None	None	None	6.0
kingdom	Main genome;Bacteria;Dependentiae;Babeliae	Babeliae	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Armatimonadetes;Fimbriimonadia	Fimbriimonadia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Armatimonadetes;Armatimonadia	Armatimonadia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Omnitrophicaeota;Omnitrophia	Omnitrophia	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Latescibacteria;Latescibacteria (kingdom)	Latescibacteria (kingdom)	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae	Kiritimatiellae	None	None	10.25	3.25	13.5	8.0	None	1.0	None	7.125	2.0	None	None	1.0	None	None	None	None	12.0	2.5	1.0	1.0	None	None	1.0	1.0	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	3.25	1.0	2.0	None	None	1.0	1.0
kingdom	Main genome;Bacteria;Calditrichaeota;Calditrichia	Calditrichia	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Cloacimonetes;Cloacimonadia	Cloacimonadia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None
kingdom	Main genome;Bacteria;Fibrobacteres;Chitinivibrionia	Chitinivibrionia	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	1.0	None
kingdom	Main genome;Bacteria;Fibrobacteres;Fibrobacteria	Fibrobacteria	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Eukaryota;SAR;Alveolata	Alveolata	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
kingdom	Main genome;Archaea;Euryarchaeota;Thermoplasmata	Thermoplasmata	None	None	None	None	6.0	6.0	None	None	None	None	None	None	11.0	None	None	None	None	None	4.0	None	None	None	None	11.0	5.5	None	None	None	4.5	None	None	None	None	None	None	None	None	None	None	None	None	None	3.5	None	None	3.0	None	None	9.0	7.5
kingdom	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia	Woesearchaeia	None	None	None	None	2.0	None	1.0	None	None	None	None	None	None	2.0	None	None	None	None	1.0	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	1.0	None	None	None	None
kingdom	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast)	Oxyphotobacteria (Chloroplast)	2.0	44.0	46.1428571429	40.9	50.5	39.5	45.4	31.125	36.9	41.8888888889	19.3333333333	None	26.6	None	5.0	None	31.1666666667	14.5	31.5	36.5	20.0	40.0416666667	43.5	40.5714285714	37.0625	29.25	2.0	18.5	13.125	16.125	35.0	None	4.5	21.1666666667	None	6.0	27.5	20.9	23.5	14.25	15.25	18.0	51.5	44.1	25.3333333333	8.25	34.8	18.125	44.0	43.3333333333
kingdom	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion);Alphaproteobacteria (Mitochondrion)	Alphaproteobacteria (Mitochondrion)	None	None	6.0	3.5	None	3.0	6.0	6.0	4.5	5.25	None	None	None	None	None	3.0	None	None	1.0	None	None	None	None	1.0	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	1.0	None	None	None	None	6.0
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales	Enterobacteriales	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	Pseudomonadales	None	None	None	None	None	None	None	1.0	None	2.0	None	None	None	1.0	1.0	1.0	6.25	14.0	None	None	None	None	None	None	None	None	8.16666666667	4.0	None	None	None	None	7.0	None	None	4.0	None	None	None	None	None	None	None	1.0	None	None	None	None	2.5	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales	Betaproteobacteriales	None	None	None	5.0	3.0	3.0	None	4.5	None	5.5	2.0	3.5	3.0	None	4.0	3.0	5.5	43.0238095238	None	5.0	5.0	12.0	None	9.25	5.0	None	None	4.0	4.25	5.0	None	None	2.0	3.25	None	None	None	6.25	7.0	5.25	13.0	None	4.0	7.25	2.0	None	4.5	None	None	3.0
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales	Aeromonadales	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales	Vibrionales	None	5.5	None	None	None	None	None	None	9.5	None	1.0	None	1.0	None	None	None	None	None	2.5	3.0	None	5.0	None	8.0	5.0	None	None	None	None	None	None	3.0	None	None	None	None	None	1.0	None	None	1.0	5.25	None	12.125	2.0	14.0	1.0	2.5	1.0	3.0
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales	Alteromonadales	None	8.66666666667	None	3.0	4.5	2.0	3.5	9.5	None	3.0	1.0	None	None	None	1.0	None	None	2.0	1.0	None	None	None	2.5	5.16666666667	None	6.0	3.0	None	None	None	5.0	None	None	None	8.0	2.0	2.0	None	3.0	5.5	None	None	None	21.2222222222	None	34.0333333333	None	3.0	None	6.0
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales	Oceanospirillales	None	8.0	8.0	5.5	4.5	None	5.5	None	None	5.0	None	None	2.0	3.0	None	None	None	None	4.0	3.5	None	7.16666666667	3.5	9.25	4.25	5.0	None	None	1.0	None	None	None	None	None	2.0	None	None	None	3.5	None	None	None	5.0	19.0	1.0	17.0	None	None	None	4.16666666667
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales	Cellvibrionales	None	None	25.6	13.25	29.125	17.5	None	24.1666666667	22.75	22.4	11.25	None	10.5	8.25	9.0	10.25	10.25	3.25	23.1	None	8.66666666667	23.1666666667	6.5	15.0	10.1666666667	11.5	7.0	10.125	8.0	7.25	11.5	None	None	None	4.16666666667	3.0	7.5	9.0	8.16666666667	9.0	9.25	None	14.25	22.0	None	12.5	11.5	None	None	23.2
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	Xanthomonadales	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales	Salinisphaerales	2.0	None	None	None	None	None	None	None	1.0	None	None	3.0	None	None	None	2.0	2.0	None	None	None	None	None	1.0	None	None	None	None	2.0	1.0	None	None	None	None	1.0	None	None	1.0	None	None	None	None	2.0	None	None	None	None	1.0	None	None	1.0
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales	Methylococcales	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales	Thiomicrospirales	None	2.0	None	None	3.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	2.0	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales	Legionellales	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis	Gammaproteobacteria Incertae Sedis	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2.0	None	None	None	None	2.0	1.0
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales	Thiotrichales	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	1.0	2.0	1.0	2.5	1.0	3.0	None	4.0	None	None	2.5	None	1.0	1.0	None	1.0	None	None	2.0	None	None	None	None	None	None	6.0	None	5.16666666667	None	None	None	7.0
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales	Chromatiales	None	None	1.0	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	1.0	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales	Ectothiorhodospirales	None	None	None	None	2.0	None	1.0	None	None	None	None	None	None	None	None	None	None	None	1.0	2.5	None	None	None	2.0	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	2.0	None	None	None	2.0	None	None	1.0	None	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales	Diplorickettsiales	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1.0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
phylum	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade	KI89A clade	None	None	4.0	None	4.0	None	None	3.0	2.0	7.0	3.0	None	None	None	None	None	None	None	None	None	None	None	3.0	None	None	None	None	None	None	None	None	None	None	None	None	None	3.0	None	3.0	3.0	None	2.0	None	None	None	None	None	2.0	None	None
